changeID,project,insertions,deletions,accountID,verified
1,451358,openstack/kolla-ansible,3,0,17478
1,458501,openstack/tripleo-quickstart-extras,19,21,10873
0,448008,openstack/nova,59,0,21813
0,390844,openstack-dev/sandbox,3,0,23986
0,437467,openstack/vmware-nsx,14,101,6854
1,449552,openstack-infra/tripleo-ci,43,18,6926
0,343899,openstack-dev/sandbox,0,0,22855
1,193764,openstack/oslo.utils,17,7,1297
0,408833,openstack-dev/ci-sandbox,1,0,22312
0,377056,openstack/fuel-library,2,2,22266
1,284851,openstack/python-swiftclient,26,1,11373
0,316553,openstack-dev/ci-sandbox,2,1,21817
0,431197,openstack/neutron,252,64,1131
0,216589,openstack/rally,145,0,1687
1,408531,openstack/ironic,50,4,20675
1,207559,openstack-attic/akanda,145,0,16341
1,439991,openstack/gce-api,1,0,12898
1,452693,openstack/compute-hyperv,28,6,17019
0,403870,openstack/neutron,103,88,7249
0,337168,openstack-dev/ci-sandbox,1,0,21976
1,395729,openstack/openstack-manuals,135,0,1779
0,359868,openstack/nova,81,70,21239
0,346339,openstack-dev/ci-sandbox,1,0,22495
1,439045,openstack-infra/system-config,0,0,5263
0,396210,openstack/nova,95,1,9708
0,389592,openstack/cinder,137,58,7872
0,432189,openstack/fuel-ui,92,55,8766
1,401808,openstack/keystone,564,23,2218
1,457528,openstack/openstack-ansible-lxc_container_create,12,3,17068
0,338454,openstack-dev/ci-sandbox,1,0,22495
0,325558,openstack-dev/ci-sandbox,2,0,22127
1,214801,openstack/ops-tags-team,139,0,128
1,236304,openstack/compass-core,1,1,5263
0,346461,openstack-dev/ci-sandbox,1,0,22495
1,377607,openstack/python-ironicclient,180,2,14937
1,443130,openstack/deb-openstack-pkg-tools,24,17,6476
0,340280,openstack-dev/ci-sandbox,0,0,19542
0,290793,openstack/nova,208,31,5511
0,452818,openstack/nova,32,2,9708
0,316564,openstack-dev/ci-sandbox,7,1,21817
0,335780,openstack-dev/sandbox,6,1,22502
0,404607,openstack/nova,153,62,18339
0,457248,openstack/fuel-library,127,0,7468
0,240873,openstack/fuel-web,10,0,13505
1,330246,openstack/swift3,97,5,15343
0,346338,openstack-dev/ci-sandbox,1,0,22495
1,448482,openstack-infra/project-config,27,0,18600
1,453352,openstack/searchlight,346,51,10063
0,454323,openstack/nova,8,10,2750
1,339066,openstack/python-rackclient,6,3,22581
0,358318,openstack-dev/sandbox,2,0,22559
0,418876,openstack/nova,59,29,782
1,360055,openstack/charm-interface-keystone,267,16,20870
0,421418,openstack/fuel-library,18,2,9037
1,414750,openstack/nova,104,0,10224
0,336838,openstack-dev/ci-sandbox,1,0,21976
1,342250,openstack-dev/sandbox,3,0,22775
1,427593,openstack/fuel-web,48,6,10959
1,459112,openstack/cliff,1956,1826,2472
0,337545,openstack-dev/ci-sandbox,1,0,21976
1,452973,openstack/syntribos,103,0,21297
0,345184,openstack-dev/ci-sandbox,1,0,22495
1,458114,openstack/ec2-api,2,1,19065
1,422593,openstack/tripleo-quickstart,83,0,6994
1,444636,openstack-dev/sandbox,0,0,24861
1,432536,openstack-dev/sandbox,3,0,24308
0,401278,openstack/fuel-ccp-ironic,188,5,8259
0,450563,openstack-dev/ci-sandbox,3,0,22501
1,455708,openstack/nova-dpm,12,0,11307
1,427420,openstack/ironic-tempest-plugin,1,1,22860
1,430854,openstack-infra/devstack-gate,1,0,23330
0,334976,openstack-dev/ci-sandbox,1,0,21976
0,338443,openstack-dev/ci-sandbox,1,0,22495
1,400540,openstack/karbor,95,1,21648
0,431752,openstack/nova,22,938,4393
1,457166,openstack/watcher,85,22,16277
0,302796,openstack/fuel-web,107,0,15454
1,456747,openstack/tripleo-heat-templates,36,0,19736
0,347130,openstack-dev/ci-sandbox,1,0,22495
1,450044,openstack/cloud-init,2,2,25418
0,399304,openstack-dev/ci-sandbox,1,0,23613
1,450119,openstack/python-openstackclient,391,2,7634
1,434625,openstack-infra/project-config,134,3,7118
1,458650,openstack/tripleo-quickstart-extras,1,1,4571
1,457257,openstack/karbor,180,0,17151
1,448874,openstack/python-openstackclient,10,10,23823
0,342775,openstack-dev/ci-sandbox,1,0,22495
1,293904,openstack/swift,38,0,18639
0,347343,openstack-dev/ci-sandbox,1,0,22495
0,139643,openstack/rally,518,150,14138
1,413319,openstack/searchlight,36,35,24061
1,184426,openstack/networking-brocade,6,0,14081
1,458230,openstack/barbican,9,8,23276
0,457889,openstack/xenapi-os-testing,1,1,25638
0,334980,openstack-dev/ci-sandbox,1,0,21976
1,456110,openstack/kolla-ansible,24,3,8264
1,437290,openstack-dev/devstack,9,5,6854
1,458001,openstack/nova-specs,3,3,25632
1,458426,openstack/heat,2,1,17645
0,151082,openstack/tempest,46,0,14810
1,425598,openstack/fuel-plugin-contrail,42,1,20804
1,346488,openstack-dev/ci-sandbox,1,0,22495
0,343560,openstack-dev/ci-sandbox,1,0,22495
0,428404,openstack/nova,33,1,4393
0,336207,openstack-dev/ci-sandbox,1,0,21976
0,413072,openstack-dev/ci-sandbox,0,0,23729
0,338365,openstack-dev/ci-sandbox,1,0,22495
0,448636,openstack/fuel-library,4,3,13344
0,336863,openstack-dev/ci-sandbox,1,0,21976
0,337312,openstack-dev/ci-sandbox,1,0,21976
1,457011,openstack/tripleo-heat-templates,187,0,360
1,270014,openstack/swift,10,6,12193
0,335048,openstack-dev/ci-sandbox,1,0,21976
0,362794,openstack/nova,11,3,20733
0,352001,openstack-dev/ci-sandbox,1,0,22495
0,326992,openstack/fuel-library,16,10,7468
0,347331,openstack-dev/ci-sandbox,1,0,22495
1,286690,openstack-infra/jenkins-job-builder,192,26,2475
0,337461,openstack-dev/ci-sandbox,1,0,21976
1,238757,openstack/kolla,20,0,13747
1,348543,openstack/horizon,12,4,22315
1,394929,openstack-dev/sandbox,1,0,22312
0,391060,openstack/nova,66,2,7166
1,279151,openstack/fuel-nailgun-agent,5,1,19171
0,388672,openstack/fuel-ccp-ironic,62,0,8259
0,346489,openstack-dev/ci-sandbox,1,0,22495
1,164035,openstack/openstack-specs,499,0,1297
1,453972,openstack/cinder,52,6,17564
1,421462,openstack/python-troveclient,123,0,20378
1,453366,openstack/nova,46,0,18337
0,449820,openstack/neutron,51,23,9656
1,323868,openstack/fuel-web,35,18,21013
0,336852,openstack-dev/ci-sandbox,1,0,21976
0,422512,openstack/nova,1443,7,10347
0,352003,openstack-dev/ci-sandbox,1,0,22495
0,347330,openstack-dev/ci-sandbox,1,0,22495
0,347339,openstack-dev/ci-sandbox,1,0,22495
1,456870,openstack/kolla-ansible,0,2,23446
1,455619,openstack/fuel-web,3,0,24901
0,337169,openstack-dev/ci-sandbox,1,0,21976
1,418810,openstack/networking-calico,0,21,20630

0,326977,openstack/fuel-library,12,7,10489
0,336843,openstack-dev/ci-sandbox,1,0,21976
0,412752,openstack-dev/ci-sandbox,0,0,23729
1,433545,openstack/heat,13,392,12404
0,337198,openstack-dev/ci-sandbox,1,0,21976
1,446689,openstack/kolla-ansible,41,1,24164
0,337310,openstack-dev/ci-sandbox,1,0,21976
0,453493,openstack/nova,180,227,17922
1,442690,openstack/charm-barbican-softhsm,0,0,20805
0,336849,openstack-dev/ci-sandbox,1,0,21976
1,352661,openstack/tripleo-heat-templates,2,0,21543
1,358693,openstack/trove-dashboard,86,69,21668
0,433606,openstack/fuel-library,8,0,7478
1,458482,openstack/instack-undercloud,6,2,7065
1,443811,openstack/kingbird,1,1,11131
1,320814,openstack-infra/puppet-openstack_health,5,0,7069
1,425588,openstack/dragonflow,66,0,18347
1,358863,openstack/sqlalchemy-migrate,27,4,1916
0,343278,openstack-dev/ci-sandbox,1,0,22495
1,449470,openstack/oslo.policy,2,3,9796
1,454439,openstack/freezer,0,1,21224
1,445887,openstack/rally,221,0,21528
1,346593,openstack-dev/ci-sandbox,1,0,22495
0,343519,openstack-dev/ci-sandbox,1,0,22495
1,391700,openstack/swift,50,17,597
1,438617,openstack/charm-keystone,7,6,13686
1,388232,openstack/python-openstackclient,1,1,10420
0,328997,openstack/nova,23,18,7730
1,391503,openstack/freezer-web-ui,1,1,20826
0,336491,openstack-dev/ci-sandbox,1,0,21976
0,334981,openstack-dev/ci-sandbox,1,0,21976
0,367470,openstack/nova,63,59,15334
0,427670,openstack/neutron,69,9,17776
0,341227,openstack-dev/sandbox,1,0,7882
0,351773,openstack/neutron,63,24,10267
0,347345,openstack-dev/ci-sandbox,1,0,22495
1,376432,openstack/fuel-plugin-qlogic-sriov-vxlan,12,0,21764
0,272563,openstack/python-muranoclient,470,0,8127
0,338457,openstack-dev/ci-sandbox,1,0,22495
0,336864,openstack-dev/ci-sandbox,1,0,21976
0,343734,openstack/nova,219,143,9642
1,335990,openstack/murano,71,2,8127
1,448584,openstack/kolla-ansible,5,0,7488
1,329132,openstack-infra/devstack-gate,1,1,10697
0,316551,openstack-dev/ci-sandbox,2,0,21817
1,449244,openstack/keystone,65,8,22219
1,439400,openstack/keystone,76,4,13637
1,441687,openstack/fuel-plugin-contrail,25,19,17960
1,385427,openstack/python-ironicclient,195,0,20675
1,448148,openstack/oslo.utils,0,0,14760
1,458499,openstack/heat,23,15,8833
0,457054,openstack/vmware-nsx,6,0,22107
0,413976,openstack-dev/ci-sandbox,0,0,23729
0,337430,openstack-dev/ci-sandbox,1,0,21976
1,411715,openstack/heat,41,15,8289
0,389759,openstack/nova,99,48,5003
1,302572,openstack/python-glanceclient,6,0,20985
0,390520,openstack/nova,347,29,9569
1,451527,openstack/neutron,23,12,12021
1,355540,openstack/nova,537,49,9569
0,375623,openstack/nova,126,7,6608
0,338933,openstack-dev/ci-sandbox,1,0,22495
0,334897,openstack-dev/ci-sandbox,1,0,21976
0,316560,openstack-dev/ci-sandbox,1,1,21817
0,354617,openstack/nova,553,31,8988
1,413249,openstack/ironic-specs,203,0,5805
0,452030,openstack/nova,2,2,15888
1,320469,openstack-infra/system-config,14,0,1106
0,411741,openstack/neutron,314,214,17491
1,364138,openstack/fuel-main,2,1,18455
0,414092,openstack-dev/ci-sandbox,0,0,23729
1,449229,openstack/mixmatch,6,6,16465
0,433568,openstack/murano-dashboard,2,2,23365
0,349191,openstack-dev/ci-sandbox,1,0,22495
1,438659,openstack/heat,182,0,5792
0,345260,openstack-dev/ci-sandbox,1,0,22495
1,355417,openstack/python-openstackclient,28,21,14937
1,184816,openstack/telemetry-specs,132,0,12927
0,337490,openstack-dev/ci-sandbox,1,0,21976
0,389632,openstack/nova,45,1,19178
1,415859,openstack/heat,8,2,12404
0,335001,openstack-dev/ci-sandbox,1,0,21976
1,432184,openstack/cinder,2,1,24741
1,435082,openstack/nova,78,15,8864
1,439381,openstack/kolla,3,1,7488
0,390297,openstack-dev/sandbox,1,0,21340
1,448283,openstack/os-traits,147,0,7
1,455049,openstack/bandit,4,4,25079
0,440521,openstack/fuel-web,20,14,8786
1,458699,openstack-infra/project-config,63,0,7805
1,449094,openstack/fuel-agent,16,19,20401
1,444624,openstack/senlin,57,0,25005
0,390296,openstack-dev/sandbox,2,0,21340
0,339786,openstack-dev/sandbox,2,1,22674
1,437235,openstack/blazar,22,0,21511
0,347300,openstack-dev/ci-sandbox,1,0,22495
0,449477,openstack/fuel-ostf,21,20,25225
1,455750,openstack-infra/pynotedb,571,0,25363
1,456993,openstack/gluon,35,40,25079
1,439238,openstack/tap-as-a-service,1351,1,6854
0,307964,openstack/neutron,193,5,19591
1,419703,openstack/diskimage-builder,10,1,19156
0,334607,openstack-dev/ci-sandbox,1,0,21976
0,390214,openstack-dev/sandbox,2,0,23940
1,442750,openstack/charm-swift-storage,478,71,20805
1,392499,openstack/heat-specs,119,0,12404
1,353862,openstack/nova,109,3,17169
1,397777,openstack/tripleo-docs,4,0,16515
0,289706,openstack/fuel-plugin-external-zabbix,180,18,19578
0,371769,openstack/fuel-library,1637,0,9037
1,230613,openstack-infra/jenkins-job-builder,63,0,16466
1,363945,openstack/barbican-specs,212,0,7973
1,453876,openstack/glare,3,3,11131
0,419577,openstack/nova,17,18,782
1,432863,openstack/kuryr-libnetwork,100,3,14867
1,450787,openstack/nova,23,8,9708
0,321476,openstack/rally,34,9,21004
0,337284,openstack-dev/ci-sandbox,1,0,21976
1,457173,openstack/networking-midonet,30,49,6854
0,380087,openstack/fuel-library,163,117,18747
1,451500,openstack/swift,78,3,7847
0,400023,openstack-dev/ci-sandbox,1,0,23613
0,412670,openstack/fuel-web,1,2,22484
0,335024,openstack-dev/ci-sandbox,1,0,22495
0,411324,openstack/fuel-library,12,0,13344
1,455251,openstack/cloudkitty,14,0,23958
1,409210,openstack/tempest,109,106,22873
1,439068,openstack/mistral-dashboard,48,0,12388
1,454431,openstack/heat,1,1,21797
0,346308,openstack-dev/ci-sandbox,1,0,22495
1,451560,openstack/glance-specs,187,0,5314
0,347346,openstack-dev/ci-sandbox,1,0,22495
1,398270,openstack/nova,53,0,9542
1,456759,openstack/cinder,162,10,12670
0,414874,openstack-dev/ci-sandbox,0,0,23729
1,449634,openstack/vitrage,6,6,23823
0,290196,openstack/nova,42,2,8556
1,279090,openstack/manila,1575,6,9521
1,426210,openstack/heat-specs,116,0,21785
1,456100,openstack-dev/sandbox,2,1,25632
1,306774,openstack-infra/yaml2ical,174,16,14760
0,397986,openstack-dev/ci-sandbox,2,1,18412
1,446358,openstack/zun,32,19,16277
0,340700,openstack-dev/ci-sandbox,1,0,22495
0,442126,openstack/nova,122,61,17799
1,286136,openstack-infra/devstack-gate,5,37,7385
1,421779,openstack/horizon,219,0,8648
1,458779,openstack/rally,162,0,23435
0,343284,openstack-dev/ci-sandbox,1,0,22495
0,337649,openstack-dev/ci-sandbox,1,0,21976
0,357510,openstack/charm-ceph-osd,6,0,8992
0,337124,openstack-dev/ci-sandbox,1,0,21976
0,334750,openstack-dev/ci-sandbox,1,0,21976
1,219527,openstack/fuel-plugin-neutron-fwaas,1,1,12686
0,444103,openstack/sahara,10,15,22689
0,394321,openstack/nova,311,15,15888
0,343892,openstack-dev/sandbox,0,0,22854
0,414710,openstack/nova,97,96,10224
1,456563,openstack/freezer,2,1,23303
0,390325,openstack-dev/sandbox,22,1,23936
0,455066,openstack/sahara,27,6,16625
1,449803,openstack/kolla-kubernetes,48,13,19384
1,333361,openstack/python-ironicclient,58,0,14614
0,343893,openstack-dev/sandbox,2,0,22844
1,458932,openstack/requirements,2,0,8726
1,409402,openstack/nova,62,2,8190
0,346336,openstack-dev/ci-sandbox,1,0,22495
1,434720,openstack/group-based-policy-ui,0,3,19935
1,345229,openstack/tempest-horizon,0,1,11105
1,447079,openstack/cinder,13,128,1669
0,338398,openstack-dev/ci-sandbox,1,0,22495
1,403183,openstack/eslint-config-openstack,7,0,6159
1,457183,openstack/stackalytics,11,0,21897
1,404499,openstack/tripleo-heat-templates,18,4,6796
0,444522,openstack/nova,387,389,1063
0,337182,openstack-dev/ci-sandbox,1,0,21976
1,308973,openstack/neutron-specs,353,0,19797
0,301030,openstack/fuel-library,45,15,18747
1,453467,openstack/swift,18,12,25456
0,309897,openstack/rally,879,2,7369
0,348394,openstack/nova,13,5,6593
0,340142,openstack-dev/ci-sandbox,1,1,21990
0,337521,openstack-dev/ci-sandbox,1,0,21976
0,343142,openstack-dev/ci-sandbox,1,0,22495
1,435673,openstack/dragonflow,24,11,22060
1,410815,openstack/nova,9,1,9642
0,346459,openstack-dev/ci-sandbox,1,0,22495
0,234031,openstack/rally,144,0,6172
0,424466,openstack/neutron,1359,20,9531
0,207413,openstack/fuel-web,670,5,17667
1,456000,openstack/python-monascaclient,1,1,11131
1,444464,openstack/tripleo-quickstart,36,0,9592
0,346600,openstack-dev/ci-sandbox,1,0,22495
1,453176,openstack/nova,15,0,15334
1,402553,openstack/tempest-horizon,9,0,6159
1,139473,openstack/kwapi,5,6,5263
0,335831,openstack-dev/ci-sandbox,1,0,21976
0,338152,openstack-dev/ci-sandbox,1,0,22495
1,441924,openstack/ironic-specs,139,0,15333
1,346417,openstack-dev/ci-sandbox,1,0,22495
0,376012,openstack-dev/sandbox,1,0,23665
0,334953,openstack-dev/ci-sandbox,1,0,21976
1,456688,openstack/kolla-ansible,17,69,8157
1,403839,openstack/governance,19,1,5263
1,334557,openstack-infra/subunit2sql,71,0,5196
0,343264,openstack-dev/ci-sandbox,1,0,22495
1,409493,openstack/kolla-kubernetes,82,0,19384
0,334604,openstack-dev/ci-sandbox,1,0,21976
1,404190,openstack/compute-hyperv,37,10,8213
1,458013,openstack/tripleo-quickstart-extras,1,1,12393
1,366547,openstack/fuel-plugin-contrail,17,18,19853
1,459011,openstack/puppet-ovn,3,3,14985
1,455570,openstack/nova,10,7,7634
1,409914,openstack/cinder,328,0,12832
1,392528,openstack/fuel-web,47,7,23092
0,347131,openstack-dev/ci-sandbox,1,0,22495
0,337196,openstack-dev/ci-sandbox,1,0,21976
0,334761,openstack-dev/ci-sandbox,1,0,21976
0,447734,openstack-infra/zuul,9,0,7191
0,452770,openstack/fuel-plugin-contrail,72,9,20804
0,338597,openstack-dev/ci-sandbox,1,1,21990
1,458960,openstack/ovsdbapp,48,29,5756
1,446958,openstack/horizon,6,0,12826
0,410093,openstack/nova,4,4,24061
0,452991,openstack-infra/zuul,14,0,4162
0,339789,openstack-dev/sandbox,1,2,22675
1,437560,openstack/nova,10,42,15334
1,394312,openstack/manila,35,11,16203
0,323659,openstack-dev/ci-sandbox,1,1,21976
1,256179,openstack-infra/subunit2sql,56,0,5196
0,441978,openstack/fuel-ccp,95,12,14864
0,337424,openstack-dev/ci-sandbox,1,0,21976
0,346327,openstack-dev/ci-sandbox,1,0,22495
0,211638,openstack/murano,13,0,8127
0,436089,openstack/vmware-nsx,788,634,13438
1,446165,openstack/kolla-ansible,440,0,16620
1,425240,openstack/monasca-api,24,24,14123
1,455217,openstack/python-searchlightclient,2,2,20401
1,334564,openstack-dev/grenade,7,4,18653
0,385986,openstack/fuel-ccp,119,4,21465
1,337811,openstack-infra/lodgeit,1,7,15343
1,412674,openstack/heat-cfntools,3,2,22484
1,433934,openstack/glance,117,509,8158
1,427399,openstack/ironic-tempest-plugin,33,30,22860
1,244901,openstack-infra/zuul,3,3,15215
1,372188,openstack/yaql,452,2,7226
0,346485,openstack-dev/ci-sandbox,1,0,22495
0,400546,openstack-dev/ci-sandbox,1,0,23613
0,451367,openstack/charm-ceph-mon,440,99,20870
0,364166,openstack-dev/ci-sandbox,0,1,20303
1,458919,openstack/os-faults,190,66,19011
1,457015,openstack/diskimage-builder,13,0,6908
1,442344,openstack/barbican,11,4,24924
1,447805,openstack/python-keystoneclient,33,48,8021
1,424483,openstack/storlets,74,0,11317
0,335027,openstack-dev/ci-sandbox,1,0,22495
1,457910,openstack/senlin,32,2,23401
1,277654,openstack-infra/gerritlib,2,0,6987
1,457002,openstack/fuel-plugin-external-zabbix,17,3,19578
1,327855,openstack-dev/sandbox,3,0,22220
1,360298,openstack/python-swiftclient,320,222,7191
0,334753,openstack-dev/ci-sandbox,1,0,21976
1,400289,openstack/networking-nec,13,15,7249
0,410779,openstack/charm-cloudkitty,1535,0,23060
0,442704,openstack/charm-cinder-backup,505,71,20805
1,450566,openstack/horizon,16,4,12826
0,420690,openstack/fuel-library,2,3,7109
1,456549,openstack/nova,41,63,8556
1,457584,openstack-infra/tripleo-ci,1,1,3153
0,397459,openstack/fuel-library,14,4,22879
0,399579,openstack/nova-powervm,147,0,10207
1,352040,openstack-infra/err2d2,496,0,1297
1,452527,openstack/magnum,336,4,10206
1,219963,openstack/swift,80,3,7233
1,167319,openstack/rally,289,0,10475
0,457514,openstack/nova,3,0,25660
1,237600,openstack/cathead,1,1,14103
1,336569,openstack/fuel-ostf,87,4,14708
0,413891,openstack/fuel-library,0,9,15905
1,235344,openstack/ironic-specs,471,0,11076
1,451148,openstack/ironic,16,0,13689
1,456053,openstack/nova,89,18,7634
1,405053,openstack/solum,4,4,22484
1,182658,openstack/python-keystoneclient,329,12,16304
1,403187,openstack/karma-subunit-reporter,7,0,6159
0,448286,openstack/neutron,268,837,5367
1,400472,openstack-infra/gear,10,10,22255
1,420474,openstack/aeromancer,2,3,22255
0,455731,openstack/fuel-web,4,3,14610
1,459062,openstack/releases,4,0,16511
1,360573,openstack/ironic,75,0,19265
0,396645,openstack-dev/ci-sandbox,1,0,22312
1,456812,openstack/kolla-ansible,6,0,25562
1,456881,openstack/horizon,4,1,24056
0,334754,openstack-dev/ci-sandbox,1,0,21976
1,358142,openstack/ironic,2386,2,19686
0,236451,openstack/fuel-web,1,1,5263
1,451334,openstack-infra/jenkins-job-builder,37,0,25589
1,450122,openstack/nova-specs,339,0,17920
1,447775,openstack/manila-specs,256,0,15100
1,426112,openstack/monasca-agent,152,87,24580
1,449789,openstack/horizon,49,147,841
1,426204,openstack/fuel-library,7,1,13344
0,442696,openstack/charm-ceph-fs,47,0,20805
0,342846,openstack-dev/ci-sandbox,1,0,22495
1,457324,openstack/neutron-lib,8,2,5367
1,359354,openstack/kolla-kubernetes,2,1,10419
1,402051,openstack/nova,3,3,6062
1,443579,openstack/openstack-ansible,56,31,6816
0,336201,openstack-dev/ci-sandbox,1,0,21976
0,337548,openstack-dev/ci-sandbox,1,0,21976
0,424719,openstack/nova,0,2,4393
0,316557,openstack-dev/ci-sandbox,2,0,21817
1,415188,openstack/python-senlinclient,6,0,22998
0,418512,openstack/nova,142,70,782
0,337190,openstack-dev/ci-sandbox,1,0,21976
0,455623,openstack/fuel-web,1,4,10959
1,452862,openstack/freezer,4,4,25601
1,456029,openstack/trio2o,2,2,11131
1,435213,openstack/python-heatclient,62,1,20963
0,347236,openstack-dev/ci-sandbox,1,0,22495
1,433246,openstack/keystoneauth,7,12,2750
1,455188,openstack/tacker-specs,267,0,19999
1,236412,openstack/fuel-plugin-neutron-vpnaas,0,0,5263
1,440928,openstack-infra/system-config,78,21,7118
0,390535,openstack/rally,84,1,23839
1,305864,openstack/ironic-specs,223,0,10239
1,427423,openstack/ironic-tempest-plugin,0,7,22860
1,419387,openstack/os-namos,0,15,20630
0,390827,openstack-dev/sandbox,3,0,21032
0,458820,openstack/nova,62,12,7730
0,343145,openstack-dev/ci-sandbox,1,0,22495
1,456587,openstack/kolla-ansible,100,0,19316
0,445663,openstack-dev/ci-sandbox,0,0,19530
1,430002,openstack/cloudkitty,260,25,15917
0,346482,openstack-dev/ci-sandbox,1,0,22495
0,421049,openstack-dev/ci-sandbox,1,0,24757
0,434663,openstack/neutron,20,10,24240
0,445960,openstack/sahara-tests,1,0,13919
0,321903,openstack/rally,1850,10,9577
1,260188,openstack-infra/elastic-recheck,130,55,9624
0,416027,openstack-dev/devstack,1,1,9423
1,455277,openstack/zun,13,0,23958
0,346934,openstack-dev/ci-sandbox,1,0,22495
0,337188,openstack-dev/ci-sandbox,1,0,21976
1,430362,openstack/python-troveclient,38,37,18602
1,398265,openstack/nova,27,1,12171
0,458708,openstack/neutron,10,8,24269
1,427417,openstack/ironic-tempest-plugin,3,3,22860
1,426520,openstack/horizon,86,12,1004
0,429972,openstack/neutron,91,91,7787
1,448354,openstack/nova,2,2,15917
0,337874,openstack-dev/ci-sandbox,1,0,21976
1,455519,openstack/heat,2,2,25571
0,413988,openstack-dev/ci-sandbox,0,0,23729
1,448503,openstack/requirements,2,0,9542
0,436314,openstack/nova-zvm-virt-driver,11,0,9367
1,455377,openstack/ironic,29,0,22724
1,384287,openstack/fuel-octane,3,0,19760
1,456813,openstack/nova,5,5,25632
1,383673,openstack/neutron,541,25,14615
1,346363,openstack-dev/ci-sandbox,1,0,22495
1,434022,openstack/kolla-ansible,98,105,22165
0,343289,openstack-dev/ci-sandbox,1,0,22495
1,446490,openstack/charm-swift-storage,75,30,24890
0,455773,openstack/murano,146,12,1390
1,453040,openstack/nova,10,6,22501
0,338681,openstack-dev/ci-sandbox,1,0,22495
1,279169,openstack-infra/gerritbot,34,45,18602
1,457908,openstack/kolla-ansible,1,1,19316
1,437584,openstack/nova-powervm,591,3,21099
0,286744,openstack/nova,281,35,5511
0,322076,openstack-dev/ci-sandbox,0,0,21193
1,345713,openstack/tacker,2,2,20325
1,414564,openstack/keystone,198,2,7331
1,405927,openstack/nova,12,5,24345
0,187501,openstack/rally,9,1,8576
0,372721,openstack/nova,180,5,10224
1,263889,openstack/python-heatclient,18,1,11622
1,458695,openstack/election,1,1,9311
1,458589,openstack/python-neutronclient,21,0,6876
1,436335,openstack/python-cloudkittyclient,1,1,21797
0,338142,openstack-dev/ci-sandbox,1,0,21976
1,456080,openstack/heat-templates,4,2,12404
0,448529,openstack/neutron,1328,1531,21204
0,429975,openstack/neutron,65,63,7787
1,458334,openstack/networking-midonet,0,1,6854
1,457683,openstack-dev/sandbox,73,1,25270
1,412273,openstack/networking-odl,157,4,23972
1,186056,openstack/ironic-specs,288,0,12356
1,236254,openstack/aeromancer,1,1,5263
0,444738,openstack-dev/ci-sandbox,0,6,23729
1,183726,openstack/tempest,55,0,15739
0,334760,openstack-dev/ci-sandbox,1,0,21976
1,450782,openstack-infra/nodepool,1,1,16068
0,337550,openstack-dev/ci-sandbox,1,0,21976
0,343333,openstack-dev/ci-sandbox,1,0,22495
0,429976,openstack/neutron,150,157,7787
1,455249,openstack/stackalytics,84,56,5950
1,355389,openstack/ironic-specs,181,0,21832
0,314102,openstack-dev/sandbox,1,0,21023
1,209612,openstack/ironic-specs,280,0,7711
1,458200,openstack-infra/system-config,10,10,4146
0,337184,openstack-dev/ci-sandbox,1,0,21976
1,420092,openstack-infra/system-config,10,4,4162
1,449627,openstack/nova-powervm,5,4,23823
0,347107,openstack-dev/ci-sandbox,1,0,22495
0,387908,openstack/nova,17,18,21683
1,445278,openstack/ec2-api,2,2,3031
1,408008,openstack/networking-bagpipe,1003,1,19990
0,343428,openstack-dev/ci-sandbox,1,0,22495
0,337989,openstack-dev/ci-sandbox,1,0,21976
1,444119,openstack/nova,11,11,20663
0,398114,openstack-dev/ci-sandbox,1,0,23613
1,419409,openstack/horizon,3,3,17645
1,446044,openstack/manila,277,54,8851
1,408178,openstack/manila,1,0,14567
0,436094,openstack-dev/devstack,93,13,4393
1,457975,openstack/python-glanceclient,3,1,15334
0,334763,openstack-dev/ci-sandbox,1,0,21976
0,337187,openstack-dev/ci-sandbox,1,0,21976
1,342476,openstack/neutron-fwaas,142,0,11241
1,422073,openstack/networking-plumgrid,3,3,5367
0,316568,openstack-dev/ci-sandbox,3,1,21817
0,375538,openstack-dev/sandbox,2,0,23571
0,347239,openstack-dev/ci-sandbox,1,0,22495
1,454356,openstack/heat-templates,3,0,14985
0,270116,openstack/nova,278,16,9172
1,448402,openstack/watcher,1259,3,22714
0,316680,openstack-dev/ci-sandbox,1,0,21817
1,456174,openstack/tripleo-common,20,7,20778
0,337303,openstack-dev/ci-sandbox,1,0,21976
0,343146,openstack-dev/ci-sandbox,1,0,22495
0,337001,openstack-dev/ci-sandbox,1,0,22495
0,340675,openstack-dev/ci-sandbox,1,0,22495
0,336853,openstack-dev/ci-sandbox,1,0,21976
1,448265,openstack/network-checker,1,1,22328
1,205417,openstack-infra/system-config,1,1,6633
0,343282,openstack-dev/ci-sandbox,1,0,22495
0,437764,openstack-infra/zuul,19,13,2
1,454929,openstack/networking-arista,5,3,10393
1,455468,openstack/training-guides,74,45,16708
1,423247,openstack/nova-dpm,18,0,23367
1,335939,openstack-dev/ci-sandbox,1,0,21976
1,424235,openstack/cinder,102,73,8543
0,346597,openstack-dev/ci-sandbox,1,0,22495
1,315105,openstack-dev/devstack,100,0,4656
1,336016,openstack-dev/ci-sandbox,1,0,21976
1,389755,openstack/magnum,49,16,12542
0,438104,openstack-dev/ci-sandbox,1,1,25214
1,453730,openstack/ironic-ui,444,12,16628
1,408322,openstack/python-openstackclient,11,2,23813
0,391688,openstack/rally,234,1,18404
0,334898,openstack-dev/ci-sandbox,1,0,21976
