changeID,project,insertions,deletions,accountID,verified
0,346425,openstack-dev/ci-sandbox,1,0,22495
0,336015,openstack-dev/ci-sandbox,1,0,21976
1,458729,openstack/openstack-manuals,1,1,24013
1,458784,openstack/releases,4,0,1669
1,399882,openstack/xstatic-angular-smart-table,104,42,12826
1,458476,openstack/swift,21,1,16896
0,441210,openstack/nova,12,1,14511
1,452972,openstack-dev/devstack,2,0,14525
1,455082,openstack/kolla-kubernetes,14,14,2834
0,409404,openstack/nova,638,61,8190
1,426348,openstack/tripleo-heat-templates,2,2,6928
1,457879,openstack/kolla-ansible,1,1,11869
0,345294,openstack-dev/ci-sandbox,1,0,22495
1,455443,openstack/nova,182,12,6873
1,421271,openstack-dev/devstack,0,1,14562
0,338154,openstack-dev/ci-sandbox,1,0,22495
1,458330,openstack/tempest,0,0,8556
0,347321,openstack-dev/ci-sandbox,1,0,22495
1,427422,openstack/ironic-tempest-plugin,37,36,22860
1,459024,openstack/networking-arista,10,4,10393
0,338936,openstack-dev/ci-sandbox,1,0,22495
0,271279,openstack/rally,16,6,167
0,397985,openstack-dev/ci-sandbox,17,0,18412
0,456572,openstack/nova,16,16,15334
0,173482,openstack/rally,117,2,13555
0,457323,openstack/neutron,250,1443,5367
0,336847,openstack-dev/ci-sandbox,1,0,21976
1,458974,openstack/ovsdbapp,0,0,5756
1,455322,openstack/glance,11,1,15333
1,422757,openstack/python-openstackclient,107,30,22227
1,314225,openstack/puppet-tripleo,105,0,13084
0,375343,openstack/rally,55,0,23328
0,397166,openstack/nova,8,1,12408
0,405175,openstack-dev/ci-sandbox,0,0,23729
0,418025,openstack/nova,313,96,782
1,456809,openstack/kolla-kubernetes,1,1,25696
0,337728,openstack-dev/ci-sandbox,1,0,21976
0,428505,openstack/nova,440,43,4690
0,398661,openstack/nova,220,60,12813
0,448779,openstack/nova,692,72,18337
1,444109,openstack/ironic,5,0,15333
1,442747,openstack/charm-rabbitmq-server,532,82,20805
1,259354,openstack/python-ironicclient,134,1,17270
0,445141,openstack/nova,143,11,9555
0,392518,openstack-dev/sandbox,1,0,22312
1,396089,openstack/swift,80,1,7847
1,346322,openstack-dev/ci-sandbox,1,0,22495
0,413977,openstack-dev/ci-sandbox,0,0,23729
0,337315,openstack-dev/ci-sandbox,1,0,21976
0,390865,openstack/fuel-ccp,15,5,9558
0,414709,openstack/nova,20,2,10224
0,416667,openstack/networking-powervm,16,10,13883
0,375651,openstack-dev/sandbox,7,0,23569
1,455774,openstack/os-client-config,115,0,2
1,440643,openstack/fuel-library,19,5,18805
0,408475,openstack/nova,8,0,15888
1,447725,openstack/service-types-authority,3,0,11536
0,343556,openstack-dev/ci-sandbox,1,0,22495
1,367405,openstack/keystone,213,0,21465
0,337336,openstack-dev/ci-sandbox,1,0,21976
0,343526,openstack-dev/ci-sandbox,1,0,22495
1,340250,openstack/swift,83,8,18015
0,299841,openstack/fuel-library,13,0,18747
1,410825,openstack/kolla-ansible,26,4,24223
0,456582,openstack/fuel-web,9,3,21013
1,216842,openstack/group-based-policy,1,0,490
0,221803,openstack/nova,123,5,9708
1,454971,openstack/magnum,10,10,23958
1,304621,openstack/nova,42,39,14819
0,442734,openstack/charm-neutron-openvswitch,571,72,20805
1,455512,openstack/meteos,3,18,20096
1,454681,openstack/dragonflow,10,40,20287
1,458973,openstack/kolla-kubernetes,1,1,9237
1,418688,openstack/flame,1,18,19456
1,319831,openstack/cinder-specs,150,0,8846
1,445223,openstack/tripleo-quickstart-extras,4,0,4571
1,438071,openstack/vmware-nsx,45,1,1653
1,404042,openstack/networking-vsphere,2,2,15905
1,439821,openstack-infra/zuul,20,13,4146
1,456943,openstack/omni,809,11,25687
0,407174,openstack/nova,11,16,15334
0,213064,openstack/fuel-web,94,0,17667
1,447172,openstack/glance,0,140,21722
1,257641,openstack/taskflow,6,0,1297
1,457428,openstack-dev/sandbox,1,0,24538
1,456855,openstack/openstack-health,5,5,5689
1,427412,openstack/ironic-tempest-plugin,4,4,22860
1,359601,openstack/oslo.versionedobjects,14,1,7121
1,432600,openstack-infra/shade,181,1,24647
0,362472,openstack-dev/sandbox,0,0,23377
1,444591,openstack/python-cinderclient,0,12,21515
1,340950,openstack/python-tackerclient,68,0,9631
1,373313,openstack/python-swiftclient,24,15,11131
0,455067,openstack/rpm-packaging,1,1,17130
1,447914,openstack/fuel-ostf,1,1,15984
1,427395,openstack/ironic-tempest-plugin,107,0,22860
1,302066,openstack-dev/pbr,7,1,20229
1,443836,openstack/networking-ovn,1,1,11131
0,328978,openstack/rally,35,1,10475
0,420960,openstack/nova,120,2,8213
1,391941,openstack/nova,143,26,8864
0,457669,openstack/rpm-packaging,89,1,7102
1,404156,openstack/tripleo-quickstart,8,2,6773
1,171984,openstack/nova,43,0,8846
0,334759,openstack-dev/ci-sandbox,1,0,21976
0,373080,openstack/fuel-ccp-stacklight,6,0,19300
1,409555,openstack/neutron,328,233,6524
0,436833,openstack/fuel-plugin-xenserver,217,13,17922
0,335795,openstack-dev/ci-sandbox,1,0,21976
1,452209,openstack/stackalytics,260,320,5950
0,395127,openstack/fuel-plugin-contrail,105,109,10847
1,456646,openstack/tripleo-ui,125,119,20970
1,397233,openstack/tacker-specs,143,0,20866
0,337501,openstack-dev/ci-sandbox,1,0,21976
1,441475,openstack/heat,39,2,13564
1,432808,openstack/heat,17,2,8289
0,375618,openstack-dev/sandbox,1,0,23572
0,272766,openstack/vmware-nsx,2,0,12134
0,452109,openstack-dev/devstack,1,1,23330
1,338455,openstack-dev/ci-sandbox,1,0,22495
0,342778,openstack-dev/ci-sandbox,1,0,22495
0,359314,openstack/fuel-ccp-installer,2,0,9387
1,403178,openstack/devstack-plugin-kafka,7,0,6159
1,350940,openstack-infra/jenkins-job-builder,291,0,19844
0,437970,openstack/neutron,158,282,7016
1,456440,openstack/interop,71,67,7822
1,440536,openstack/nova,45,26,9555
0,389695,openstack/rally,323,1,20630
1,437673,openstack/oslo.messaging,45,5,18736
1,457936,openstack/puppet-tripleo,20,0,25530
1,448761,openstack/browbeat,2410,478,21143
0,385683,openstack/nova,111,92,6873
1,455056,openstack/tricircle,94,0,22787
0,321001,openstack/neutron,260,92,15518
0,293709,openstack/nova,56,0,6062
0,392620,openstack/nova,17,5,10207
0,346933,openstack-dev/ci-sandbox,1,0,22495
0,430218,openstack/nova,116,217,782
1,443406,openstack/heat,12,5,8289
0,452384,openstack/vmware-nsx,1,1,12024
0,323315,openstack-dev/ci-sandbox,0,1,21976
1,432744,openstack/cloudkitty,5,1,15917
0,347132,openstack-dev/ci-sandbox,1,0,22495
1,434615,openstack/nova,2,20,6873
1,389020,openstack-dev/devstack,2,0,6854
0,337872,openstack-dev/ci-sandbox,1,0,21976
0,262860,openstack/rally,22,20,9545
1,441639,openstack-dev/sandbox,1,0,25354
0,402124,openstack/nova,268,8,18603
1,452776,openstack/requirements,1,1,2472
1,418681,openstack/fuel-devops,0,10,19456
0,343139,openstack-dev/ci-sandbox,1,0,22495
0,375568,openstack-dev/sandbox,3,0,23655
1,348604,openstack/swift,88,20,15343
1,455525,openstack/manila-image-elements,2,2,20401
1,451978,openstack-infra/tripleo-ci,0,0,16312
0,321412,openstack-dev/ci-sandbox,2,0,18741
1,424391,openstack/kolla-ansible,0,1,24164
1,434496,openstack-infra/tripleo-ci,3,2,4162
0,392305,openstack/nova,36,7,18337
0,337741,openstack-dev/ci-sandbox,1,0,21976
0,408689,openstack/nova,170,6,20411
1,449780,openstack/cinder,12,3,4523
0,454514,openstack/os-xenapi,2,2,11131
0,346598,openstack-dev/ci-sandbox,1,0,22495
1,382015,openstack/ironic-specs,300,0,2889
1,405666,openstack/django_openstack_auth,4,2,8119
0,344158,openstack-dev/ci-sandbox,1,0,18695
1,363447,openstack/tosca-parser,39,0,23107
0,337489,openstack-dev/ci-sandbox,1,0,21976
0,378893,openstack/fuel-web,1,1,18205
0,303525,openstack/sahara-tests,3,6,13919
1,437912,openstack-dev/devstack,3,0,2813
0,328384,openstack/fuel-library,9,9,7562
0,414654,openstack-dev/devstack,4,4,6482
0,396104,openstack/neutron,1116,7,15471
0,404168,openstack/rally,267,135,19011
0,343525,openstack-dev/ci-sandbox,1,0,22495
1,259195,openstack/kolla,1,2,7693
0,335011,openstack-dev/ci-sandbox,1,0,21976
0,337434,openstack-dev/ci-sandbox,1,0,21976
0,424140,openstack-dev/ci-sandbox,0,0,24930
1,220599,openstack/stacktach-winchester,5,4,18245
0,429364,openstack/nova,257,1,5754
1,457401,openstack/python-distilclient,39,3,6484
0,335796,openstack-dev/ci-sandbox,1,0,21976
1,417947,openstack/tricircle,255,0,21023
0,337420,openstack-dev/ci-sandbox,1,0,21976
0,421604,openstack-dev/ci-sandbox,1,1,24757
0,334972,openstack-dev/ci-sandbox,1,0,21976
1,375579,openstack/python-ironicclient,93,21,22749
0,337868,openstack-dev/ci-sandbox,1,0,21976
0,424644,openstack/fuel-library,4,1,8786
1,427883,openstack/tripleo-quickstart,1,1,16282
0,338444,openstack-dev/ci-sandbox,1,0,22495
0,343557,openstack-dev/ci-sandbox,1,0,22495
1,410849,openstack-infra/puppet-diskimage_builder,14,9,7979
0,349190,openstack-dev/ci-sandbox,1,0,22495
1,171680,openstack/telcowg-usecases,90,0,2888
0,281434,openstack/cinder,63,2,9535
0,347109,openstack-dev/ci-sandbox,1,0,22495
0,448752,openstack-infra/zuul,2,6,1
1,418748,openstack-infra/lodgeit,7,24,21204
0,390594,openstack/neutron,226,146,21198
0,338813,openstack-dev/ci-sandbox,1,0,22495
1,424291,openstack/ironic-staging-drivers,32,3,9542
0,397542,openstack/nova,65,21,20733
1,397528,openstack/python-heatclient,37,3,12404
1,346367,openstack-dev/ci-sandbox,1,0,22495
0,399560,openstack-dev/ci-sandbox,1,0,23613
1,456429,openstack/barbican,1,1,21797
1,422860,openstack/requests-mock,0,1,16367
0,338684,openstack-dev/ci-sandbox,1,0,22495
0,343459,openstack-dev/ci-sandbox,1,0,22495
0,337185,openstack-dev/ci-sandbox,1,0,21976
0,413855,openstack-dev/ci-sandbox,0,0,23729
1,387500,openstack/python-cinderclient,454,48,9535
1,351520,openstack/neutron-vpnaas,147,0,17699
1,455568,openstack/nova,16,5,7634
0,412728,openstack-dev/ci-sandbox,0,0,23729
0,415623,openstack-dev/ci-sandbox,0,0,23729
0,380060,openstack/rally,165,0,23668
1,447627,openstack/tripleo-heat-templates,107,0,6926
1,397566,openstack/fuel-plugin-contrail,0,1,23303
1,450805,openstack/kolla,48,15,24072
1,454676,openstack-dev/sandbox,3,0,25300
0,421880,openstack/neutron,130,26,23567
0,336845,openstack-dev/ci-sandbox,1,0,21976
1,428742,openstack/charm-nova-compute-proxy,1,3,13816
0,343326,openstack-dev/ci-sandbox,1,0,22495
0,336220,openstack-dev/ci-sandbox,1,0,21976
0,337192,openstack-dev/ci-sandbox,1,0,21976
1,334378,openstack-infra/zuul,6,3,16068
0,336989,openstack-dev/ci-sandbox,1,0,22495
0,338688,openstack-dev/sandbox,2,0,22626
1,440361,openstack/monasca-analytics,1,1,12404
1,279543,openstack/murano-apps,1658,0,20491
1,452176,openstack/kolla-ansible,55,6,24330
0,457470,openstack/fuel-library,14,4,22879
0,375626,openstack-dev/sandbox,1,1,23572
1,409556,openstack/neutron,220,183,6524
1,429204,openstack/golang-client,820,0,23068
0,415874,openstack/fuel-ccp-nova,16,31,18652
0,458214,openstack/rpm-packaging,1,1,17130
0,199593,openstack/python-fuelclient,97,14,14030
0,323662,openstack-dev/ci-sandbox,3,0,21976
0,384455,openstack/rally,103,0,23094
0,411663,openstack/nova,5,1,23446
1,446344,openstack/karbor,25,25,18603
1,409111,openstack/fuel-web,114,5,18845
1,458942,openstack/packstack,0,23,6924
1,421337,openstack/craton,233,0,4340
0,451225,openstack/neutron,1,1,23804
1,455254,openstack/ironic,13,0,23958
1,458743,openstack/tripleo-common,40,3,13039
0,414082,openstack-dev/ci-sandbox,0,0,23729
1,452547,openstack-infra/system-config,1,1,14119
0,343332,openstack-dev/ci-sandbox,1,0,22495
1,431265,openstack/python-troveclient,4,4,8276
0,404656,openstack/nova,8,4,20588
1,367172,openstack/openstack-health,27,9,5689
1,338595,openstack-dev/ci-sandbox,1,1,21990
0,334894,openstack-dev/ci-sandbox,1,0,21976
0,400008,openstack-dev/ci-sandbox,1,0,23613
0,411615,openstack/nova,47,6,4690
0,336423,openstack-dev/ci-sandbox,1,0,21976
0,428262,openstack-dev/devstack,3,1,12542
0,427181,openstack/fuel-ccp,424,0,21696
1,382838,openstack/murano-specs,44,0,8040
0,346332,openstack-dev/ci-sandbox,1,0,22495
1,450760,openstack/python-heatclient,23,9,7385
1,426102,openstack/heat-translator,0,1,19457
0,343523,openstack-dev/ci-sandbox,1,0,22495
0,297202,openstack/rally,58,4,19267
0,346297,openstack-dev/ci-sandbox,1,0,22495
0,429829,openstack/neutron,29,0,12906
0,391463,openstack/nova,10,1,6589
0,335005,openstack-dev/ci-sandbox,1,0,21976
0,386256,openstack/charm-plumgrid-director,2973,328,16840
0,456971,openstack/nova,29,7,9562
0,321614,openstack-dev/ci-sandbox,1,0,10379
1,431524,openstack/barbican,524,0,21797
0,450212,openstack/nova,32,0,13252
1,421030,openstack/networking-mlnx,5,5,19935
0,289708,openstack/rally,76,9,20857
0,437400,openstack/neutron,39,11,6854
0,337504,openstack-dev/ci-sandbox,1,0,21976
1,458911,openstack/openstack-manuals,9,0,7368
0,338462,openstack-dev/ci-sandbox,1,0,22495
0,363512,openstack-dev/ci-sandbox,3,0,20303
0,260756,openstack/cinder,25,1258,5997
1,439461,openstack/cinder,52,17,15054
0,379340,openstack/fuel-ccp,95,1,8601
1,445273,openstack/osc-lib,2,3,24564
0,334899,openstack-dev/ci-sandbox,1,0,21976
1,443737,openstack-infra/project-config,29,13,6413
1,346619,openstack-infra/project-config,38,0,22169
0,379128,openstack/nova,374,6,9531
1,451997,openstack/heat,10,8,7144
1,389808,openstack-infra/system-config,27,0,6609
0,423291,openstack/rpm-packaging,2,2,12388
0,343520,openstack-dev/ci-sandbox,1,0,22495
0,237793,openstack/murano-dashboard,1,0,6650
1,346486,openstack-dev/ci-sandbox,1,0,22495
0,423382,openstack/neutron,75,235,5367
0,381287,openstack/cinder,59,0,4523
0,347329,openstack-dev/ci-sandbox,1,0,22495
1,389942,openstack/python-oneviewclient,5,5,11131
1,456230,openstack/openstack-helm,230,0,17591
0,399924,openstack/fuel-ccp-ironic,176,0,6786
1,458920,openstack/octavia,14,27,10273
1,455489,openstack/python-swiftclient,11,0,15343
1,459115,openstack/os-client-config,15,1,7350
1,444517,openstack/nova,41,1,18339
0,413486,openstack-dev/ci-sandbox,0,0,23729
0,375553,openstack-dev/sandbox,4,0,23574
1,414926,openstack/nova,45,4,7634
0,346375,openstack/murano,81,25,20773
0,444025,openstack/charm-openvswitch-odl,2,1,20805
0,346937,openstack-dev/ci-sandbox,1,0,22495
0,338934,openstack-dev/ci-sandbox,1,0,22495
0,337305,openstack-dev/ci-sandbox,1,0,21976
0,389500,openstack/neutron,18,1,22574
0,386026,openstack/rally,1106,992,23094
1,432437,openstack/openstack-ansible-os_keystone,4,2,4
0,337422,openstack-dev/ci-sandbox,1,0,21976
1,439534,openstack/glance,1,1,18603
1,457124,openstack-dev/sandbox,1,0,19846
0,411191,openstack/nova,57,2,4428
0,340228,openstack/neutron,203,206,20246
1,453666,openstack/python-mistralclient,1,1,9712
0,384148,openstack/nova,101,21,2218
1,306756,openstack/cinder,26,2,2834
0,340683,openstack-dev/ci-sandbox,1,0,22495
0,457860,openstack/nova,66,116,4690
0,322089,openstack-dev/ci-sandbox,0,0,21193
0,272562,openstack/murano,342,10,8127
0,424173,openstack-dev/ci-sandbox,0,0,24930
0,339773,openstack-dev/sandbox,1,2,22671
1,336664,openstack/diskimage-builder,134,0,10035
0,378217,openstack-dev/sandbox,3,0,23573
1,357768,openstack/cloudbase-init,652,520,13539
1,424344,openstack/keystone,187,331,16465
0,335833,openstack-dev/ci-sandbox,1,0,21976
0,338279,openstack-dev/ci-sandbox,1,0,22495
1,279671,openstack-infra/nodepool,2,2,20121
1,457483,openstack/puppet-octavia,2,1,9414
1,456102,openstack/tempest,4,9,5689
1,358151,openstack/tempest,19,1,9622
0,345397,openstack/nova,269,1,1779
1,422378,openstack/swift,3,2,19935
1,456983,openstack/oslo.middleware,5,5,25055
0,336830,openstack-dev/ci-sandbox,1,0,21976
0,413316,openstack-dev/ci-sandbox,0,0,23729
0,210137,openstack/rally,68,64,9601
0,338110,openstack-dev/ci-sandbox,1,0,21976
0,375539,openstack-dev/sandbox,6,0,23578
1,446588,openstack/kolla-ansible,236,124,19316
1,408390,openstack/manila,1,1,24269
1,346873,openstack/glance_store,29,14,4460
1,455370,openstack/governance,4,0,2799
1,458495,openstack/ec2-api,5,5,19065
1,447920,openstack/bareon,12,14,17954
0,445633,openstack/fuel-web,422,35,14525
1,442368,openstack/barbican-tempest-plugin,0,4,24924
1,458916,openstack/osc-lib,142,3,970
0,427773,openstack/fuel-web,6,12,21591
0,244433,openstack/nova,37,11,15424
1,448344,openstack/instack-undercloud,14,1,3153
0,413848,openstack-dev/ci-sandbox,0,0,23729
1,409356,openstack/trove-dashboard,357,16,12673
1,337329,openstack/glance,28,5,11011
1,458836,openstack/tripleo-heat-templates,46,5,23811
1,457853,openstack/python-keystoneclient,33,45,17645
0,444582,openstack/rally,159,158,25006
0,338055,openstack/nova,0,1,21918
0,457249,openstack/fuel-library,27,13,16771
0,455787,openstack/fuel-library,5,5,18845
1,446365,openstack-dev/devstack,100,0,24152
1,438049,openstack/nova,113,14,2750
0,457497,openstack/vmware-nsx,4,2,20363
0,334606,openstack-dev/ci-sandbox,1,0,21976
1,454686,openstack/monasca-agent,413,0,16168
0,458466,openstack/charm-tempest,1,1,20635
0,419222,openstack/fuel-ccp,26,17,708
0,426962,openstack-dev/ci-sandbox,1,0,24815
0,331023,openstack-dev/ci-sandbox,2,0,21976
0,337544,openstack-dev/ci-sandbox,1,0,21976
1,411981,openstack/neutron,29,22,17120
0,316682,openstack-dev/ci-sandbox,1,1,21817
0,334610,openstack-dev/ci-sandbox,1,0,21976
0,364781,openstack-dev/ci-sandbox,0,1,20303
0,337155,openstack-dev/ci-sandbox,1,0,21976
1,434894,openstack/cinder,55,43,24645
0,339715,openstack/nova,47,0,8768
0,294448,openstack/vmware-nsx,750,0,16264
0,274675,openstack/sahara-tests,6,0,13919
0,399923,openstack/fuel-ccp-installer,176,0,6786
0,409996,openstack/nova,13,0,24061
1,220095,openstack/cloud-init,379,0,13538
1,385875,openstack-dev/devstack,2,0,13252
0,340854,openstack-dev/ci-sandbox,1,0,22495
0,209865,openstack/fuel-web,59,0,17667
1,456504,openstack/nova,117,7,6062
0,196547,openstack/compass-core,13,0,12554
0,202685,openstack/rally,2,1,15258
1,311760,openstack/swift,4,0,3094
0,316030,openstack-dev/ci-sandbox,11,1,21817
0,445332,openstack/rally,13,11,21528
0,336986,openstack-dev/ci-sandbox,1,0,22495
1,371178,openstack-infra/jenkins-job-builder,229,0,23562
1,450035,openstack/training-labs,113,1,11109
1,310292,openstack/fuel-devops,57,0,14708
1,407733,openstack/tripleo-quickstart,139,0,20970
1,458746,openstack/cinder,29,1,15054
1,439488,openstack/cinder,11540,0,23729
1,456140,openstack/kolla-ansible,1,0,19316
1,424104,openstack/kuryr-kubernetes,6,2,15967
0,335793,openstack-dev/ci-sandbox,1,0,21976
0,411629,openstack-dev/ci-sandbox,0,0,23729
0,370458,openstack/nova,429,21,10618
1,447350,openstack/cinder,3,3,25456
0,417334,openstack/rally,1,1,1523
0,451601,openstack/neutron,44,5,12021
1,446856,openstack/tripleo-quickstart-extras,7,0,12393
1,413103,openstack/diskimage-builder,36,23,4162
0,444819,openstack/rpm-packaging,61,2,7102
1,440718,openstack/ironic,44,6,6637
0,456825,openstack/nova,21,21,5754
1,450125,openstack/nova,288,0,16150
0,430946,openstack-dev/ci-sandbox,0,0,24241
0,424443,openstack-dev/ci-sandbox,0,0,24930
0,408655,openstack/fuel-ccp-tests,51,0,11081
0,428241,openstack/nova,7,18,14511
0,337183,openstack-dev/ci-sandbox,1,0,21976
1,442708,openstack/charm-glance,532,82,20805
0,409388,openstack-dev/ci-sandbox,0,0,22656
1,365753,openstack/fuel-web,12,7,12661
1,456805,openstack/kolla-ansible,6,0,24095
0,336862,openstack-dev/ci-sandbox,1,0,21976
0,364159,openstack-dev/ci-sandbox,0,1,20303
1,367444,openstack-infra/tripleo-ci,3,1,1926
1,304366,openstack/app-catalog-common,31,34,9237
0,337308,openstack-dev/ci-sandbox,1,0,21976
1,408207,openstack/trove-dashboard,128,2,12673
1,450279,openstack-dev/cookiecutter,0,1,9796
0,421060,openstack/rally,155,0,18404
0,334752,openstack-dev/ci-sandbox,1,0,21976
1,451549,openstack/charm-neutron-api-odl,42,36,20870
1,396696,openstack/rally,22,0,10475
1,400370,openstack/python-barbicanclient,199,2,8623
1,186979,openstack/keystone-specs,190,0,2218
0,457544,openstack/fuel-qa,2,2,15921
0,259094,openstack/rally,7,7,13630
1,403366,openstack/fuel-nailgun-extension-iac,7,0,6159
1,328947,openstack/horizon,96,44,17172
0,447355,openstack/nova,2,1,18339
0,338429,openstack-dev/ci-sandbox,1,0,22495
0,336494,openstack-dev/ci-sandbox,1,0,21976
0,442730,openstack/charm-manila-generic,21,0,20805
1,430129,openstack/dragonflow,51,9,23766
0,398883,openstack-dev/ci-sandbox,1,0,23613
0,426243,openstack/nova,83,19,21813
0,454419,openstack-dev/ci-sandbox,1,0,25648
1,451105,openstack/valence,16,2,12597
0,347342,openstack-dev/ci-sandbox,1,0,22495
0,434186,openstack/nova,1,0,8556
1,295385,openstack-infra/puppet-zuul,45,46,12804
1,287390,openstack/solar,77,10,19546
0,334611,openstack-dev/ci-sandbox,1,0,21976
1,434907,openstack/fuel-plugin-calico,98,92,14946
0,387855,openstack/nova,63,13,22831
1,411557,openstack/swift3,27,12,15343
1,456092,openstack/solum,40,0,14107
0,453587,openstack/charm-swift-proxy,6203,110,20870
0,450879,openstack/nova,8,2,12408
0,375782,openstack/nova,30,16,19760
0,442699,openstack/charm-ceph-proxy,294,70,20805
0,427902,openstack/nova,57,2,4393
0,389608,openstack/nova,447,62,6608
1,459013,openstack/puppet-sahara,6,6,14985
1,347181,openstack/fuel-mirror,2,0,20313
1,354218,openstack-infra/puppet-elasticsearch,3,0,4601
0,316687,openstack-dev/ci-sandbox,2,0,21817
0,337793,openstack-dev/ci-sandbox,1,0,22495
0,335834,openstack-dev/ci-sandbox,1,0,21976
0,336164,openstack-dev/ci-sandbox,1,0,21976
0,343434,openstack-dev/ci-sandbox,1,0,22495
0,378792,openstack/fuel-web,6,1,18205
1,458593,openstack/karbor,1,1,11131
1,446321,openstack/nova,35,33,25110
1,456601,openstack/nova-specs,204,0,25701
1,456478,openstack/nova,16,24,5754
1,452734,openstack/tripleo-heat-templates,30,44,20775
1,448491,openstack/sahara-specs,1,1,25005
1,329867,openstack/murano,15,1,13305
0,347110,openstack-dev/ci-sandbox,1,0,22495
0,317207,openstack-dev/ci-sandbox,1,3,21817
0,385794,openstack-dev/ci-sandbox,2,0,14807
0,430091,openstack/nova,57,22,25089
0,423587,openstack/nova,99,21,7166
0,374871,openstack/fuel-web,1,1,15243
1,132863,openstack/glance_store,230,13,6737
1,433602,openstack/tempest,54,0,7634
1,452367,openstack/kolla-kubernetes,130,0,22165
0,367959,openstack/sahara-tests,70,0,22066
0,440003,openstack/murano,1,0,12898
0,337726,openstack-dev/ci-sandbox,1,0,21976
1,368792,openstack/giftwrap,10,1,14394
1,454511,openstack/os-testr,2,2,11131
1,344773,openstack/fuel-menu,18,18,7562
0,442736,openstack/nova,55,1,4393
1,439774,openstack-infra/system-config,5,3,2834
1,449310,openstack/swift,265,17,7847
0,334749,openstack-dev/ci-sandbox,1,0,21976
0,442327,openstack/murano,48,0,14107
1,430060,openstack/cinder,2,0,21406
1,435987,openstack/python-cloudkittyclient,3,1,21797
0,398410,openstack-dev/ci-sandbox,1,0,18412
1,454281,openstack/kolla,25,0,6924
1,343141,openstack-dev/ci-sandbox,1,0,22495
0,398680,openstack-dev/ci-sandbox,1,0,23613
1,444734,openstack/cinder,270,163,8846
1,455288,openstack/python-octaviaclient,2,2,20401
0,338090,openstack-dev/ci-sandbox,1,0,21976
1,454444,openstack/python-cinderclient,59,19,23083
0,449312,openstack-dev/devstack,1,1,2750
1,444160,openstack/cinder,1,1,24269
1,354621,openstack/heat,302,106,13564
1,236597,openstack/surveil-specs,1,1,5263
1,435387,openstack/nova,47,11,8864
1,458258,openstack/openstack-helm,3483,3,20443
1,457535,openstack/osc-placement,107,0,6849
0,388652,openstack/rally,212,172,9545
0,413021,openstack/nova,95,53,18339
1,457049,openstack-dev/sandbox,2,1,23921
1,354841,openstack/glance,3,3,22834
1,453549,openstack/tripleo-quickstart-extras,2,2,6133
1,328280,openstack/nova,120,18,6608
1,390881,openstack/refstack,38,37,17716
0,343518,openstack-dev/ci-sandbox,1,0,22495
1,458073,openstack-infra/nodepool,138,25,16068
1,417222,openstack/glance,2,2,15343
0,452319,openstack/nova,90,0,6873
1,342244,openstack-dev/sandbox,3,0,22782
1,259696,openstack-infra/git-review,10,2,4720
1,453174,openstack/nova,31,1,15334
0,335832,openstack-dev/ci-sandbox,1,0,21976
1,458174,openstack/kolla,24,0,9237
1,449729,openstack-infra/system-config,34,0,5263
0,457035,openstack/neutron,62,6,4694
0,323317,openstack-dev/ci-sandbox,1,1,21976
1,459004,openstack/puppet-murano,6,6,14985
0,323136,openstack-dev/ci-sandbox,1,0,21976
0,390231,openstack-dev/sandbox,1,0,23932
0,456237,openstack/nova,14,2,18602
1,449217,openstack/horizon,510,3,8313
0,347273,openstack/cinder,6,1,14339
0,153896,openstack/tempest,79,20,1921
0,336850,openstack-dev/ci-sandbox,1,0,21976
1,342912,openstack/murano,3,10,16051
1,400002,openstack-dev/sandbox,3,0,167
0,385072,openstack/nova,21,21,15334
1,444540,openstack/glance,328,155,21722
0,448027,openstack/rally,427,376,9545
0,334909,openstack-dev/ci-sandbox,1,0,21976
0,336988,openstack-dev/ci-sandbox,1,0,22495
1,415610,openstack/rally,57,50,23435
0,347335,openstack-dev/ci-sandbox,1,0,22495
1,373726,openstack/glance_store,40,3,14676
1,437889,openstack/monasca-log-api,61,6,16168
1,383197,openstack/astara,3,0,6547
0,364152,openstack-dev/ci-sandbox,0,1,20303
0,390984,openstack/nova,55,42,22623
0,310890,openstack-dev/ci-sandbox,0,0,11751
0,452162,openstack/charm-nova-compute,3,0,24504
1,451931,openstack/os-brick,23,131,10135
0,273626,openstack/murano,27,8,13931
1,455083,openstack/mistral-specs,153,0,5558
0,343316,openstack-dev/ci-sandbox,1,0,22495
0,346334,openstack-dev/ci-sandbox,1,0,22495
1,423959,openstack/bilean,3,3,24456
0,337419,openstack-dev/ci-sandbox,1,0,21976
0,337102,openstack-dev/ci-sandbox,1,0,21976
0,343431,openstack-dev/ci-sandbox,1,0,22495
0,436837,openstack/fuel-ccp-heat,1,0,12039
0,343467,openstack-dev/ci-sandbox,1,0,22495
1,360514,openstack-infra/zuul,1,1,20883
0,271763,openstack/cinder,8315,6237,16373
0,435485,openstack/nova,61,9,782
0,343458,openstack-dev/ci-sandbox,1,0,22495
0,336856,openstack-dev/ci-sandbox,1,0,21976
1,450265,openstack/nova,23,0,9708
0,454436,openstack/cinder,86,33,23083
0,412710,openstack-dev/ci-sandbox,0,0,23729
0,442718,openstack/nova,15,1,7
0,366151,openstack/rally,66,66,10475
1,446992,openstack/fuel-library,1,1,14525
0,337170,openstack-dev/ci-sandbox,1,0,21976
1,452648,openstack/boartty,11,11,5689
